age,avg_year,free_agency_year,fully_guaranteed,player,position,team,total_guaranteed,total_value
22,1737539,2022,3930576,James Daniels,left-guard,Bears,3930576,6950156
29,3000000,2020,3225000,Ryan Griffin,tight-end,Texans,3225000,9000000
29,2950000,2022,4100000,Josh Hill,tight-end,Saints,4700000,8850000
31,2866667,2021,5900000,Virgil Green,tight-end,Chargers,5900000,8600000
27,4000000,2021,4690000,James White,running-back,Patriots,4690000,12000000
28,3850000,2020,3850000,Theo Riddick,running-back,Lions,3850000,11550000
2020,585000,2022,0,Khari Blasingame,fullback,Vikings,0,1755000
26,15967200,2020,0,Jadeveon Clowney,3-4-outside-linebacker,Texans,15967200,15967200
27,13000000,2023,16000000,Preston Smith,3-4-outside-linebacker,Packers,16000000,52000000
34,955000,2020,0,Matt Overton,long-snapper,Jaguars,0,955000
25,915000,2022,445000,Reid Ferguson,long-snapper,Bills,445000,2745000
0,1785571,2020,0,Dalton Risner,right-guard,Broncos,0,7142282
25,1671727,2021,4221701,Forrest Lamp,right-guard,Chargers,4221701,6686906
28,11100000,2022,15457059,Telvin Smith,4-3-outside-linebacker,Jaguars,20457059,44400000
29,10050000,2021,10738418,Lavonte David,4-3-outside-linebacker,Buccaneers,25556709,50250000
28,2300000,2020,500000,Chandler Catanzaro,kicker,Jets,600000,2300000
32,2250000,2020,2375000,Greg Zuerlein,kicker,Rams,2375000,6750000
28,10500000,2022,18907529,Alec Ogletree,inside-linebacker,Giants,31369000,42000000
27,10000000,2024,16163880,Benardrick McKinney,inside-linebacker,Texans,22163880,50000000
27,10000000,2024,11638080,Eric Kendricks,inside-linebacker,Vikings,22938080,50000000
25,12000000,2020,12000000,"Dante Fowler, Jr.",defensive-line,Rams,12000000,12000000
25,3974415,2020,15897658,Jack Conklin,right-tackle,Titans,15897658,15897658
27,3095000,2020,0,George Fant,right-tackle,Seahawks,0,3095000
0,2566438,2020,0,Kaleb McGary,right-tackle,Falcons,0,10265750
27,8000000,2021,16950000,Kenny Stills,wide-receiver,Dolphins,18950000,32000000
27,8000000,2021,14450000,Albert Wilson,wide-receiver,Dolphins,14450000,24000000
24,669389,2022,217556,Johnny Townsend,punter,Raiders,217556,2677556
27,645000,2020,0,Matt Wile,punter,Vikings,0,645000
24,632906,2022,71624,Logan Cooke,punter,Jaguars,71624,2531624
26,1193743,2020,2789752,Nick Martin,center,Texans,2789752,4774972
27,1056142,2017,2364438,Cody Whitehair,center,Bears,2364438,4224568
22,2367913,2022,8055062,Lamar Jackson,quarterback,Ravens,8055062,9471652
29,2000000,2021,2000000,Robert Griffin III,quarterback,Ravens,2000000,4000000
30,10456200,2021,16000000,Cameron Heyward,interior-defensive-line,Steelers,16000000,52281000
30,10250000,2020,12000000,Mike Daniels,interior-defensive-line,Packers,12000000,41000000
27,6500000,2020,500000,Greg Robinson,left-tackle,Browns,500000,6500000
37,6000000,2020,3500000,Jason Peters,left-tackle,Eagles,3500000,6000000
31,6000000,2021,6500000,Alejandro Villanueva,left-tackle,Steelers,6500000,24000000
29,1600000,2020,350000,Kevin Pamphile,left-guard,Titans,350000,1600000
0,1522647,2020,0,Erik McCoy,left-guard,Saints,0,6090586
25,2773714,2021,11094856,O.J. Howard,tight-end,Buccaneers,11094856,11094856
29,3600000,2023,7200000,Latavius Murray,running-back,Saints,7200000,14400000
29,3500000,2020,4500000,Chris Thompson,running-back,Redskins,6496000,7000000
0,540000,2021,0,Elijah Wellman,fullback,Redskins,0,1080000
25,525000,2020,0,Ricky Ortiz,fullback,Falcons,0,1050000
31,11500000,2021,23788000,Ryan Kerrigan,3-4-outside-linebacker,Redskins,23788000,57500000
37,7666667,2022,7250000,Cameron Wake,3-4-outside-linebacker,Titans,9750000,23000000
30,890000,2022,500000,James Winchester,long-snapper,Chiefs,500000,4450000
31,810000,2020,0,Patrick Scales,long-snapper,Bears,0,810000
27,14000000,2022,26800000,Tyrann Mathieu,safety,Chiefs,26800000,42000000
30,1600000,2020,400000,Tom Compton,right-guard,Jets,400000,1600000
28,1250000,2020,250000,Oday Aboushi,right-guard,Lions,250000,1250000
27,9500000,2022,14797000,Christian Kirksey,4-3-outside-linebacker,Browns,20000000,38000000
27,9000000,2023,21290000,Anthony Hitchens,4-3-outside-linebacker,Chiefs,25090000,45000000
30,2102500,2021,750000,Randy Bullock,kicker,Bengals,750000,4205000
25,1755000,2022,0,Elliot Fry,kicker,Bears,0,1755000
30,8000000,2021,16000000,Demario Davis,inside-linebacker,Saints,16000000,24000000
27,7500000,2021,16000000,Avery Williamson,inside-linebacker,Jets,16000000,22500000
0,7328955,2020,0,Devin White,inside-linebacker,Buccaneers,0,29315818
30,11000000,2021,22969000,Cameron Jordan,defensive-line,Saints,33469000,55000000
27,2250000,2021,600000,Kendall Lamm,right-tackle,Browns,600000,4500000
25,2222953,2021,7432291,Ryan Ramczyk,right-tackle,Saints,7432291,8891810
25,2066277,2020,6688045,Germain Ifedi,right-tackle,Seahawks,6688045,8265106
27,8000000,2023,12500000,Paul Richardson,wide-receiver,Redskins,20000000,40000000
29,8000000,2021,13000000,Marvin Jones,wide-receiver,Lions,20000000,40000000
26,605002,2020,80008,Riley Dixon,punter,Giants,80008,2420008
27,603949,2020,75796,Lachlan Edwards,punter,Jets,75796,2415796
29,1050000,2020,250000,Joe Looney,center,Cowboys,250000,2100000
28,1005000,2020,100000,Tyler Shatley,center,Jaguars,100000,1005000
29,2000000,2021,600000,Matt Barkley,quarterback,Bills,600000,4000000
28,2000000,2020,1000000,Trevor Siemian,quarterback,Jets,1000000,2000000
30,1950000,2020,1400000,Mike Glennon,quarterback,Raiders,1400000,1950000
30,10000000,2023,18500000,Star Lotulelei,interior-defensive-line,Bills,25000000,50000000
29,10000000,2022,17000000,Malik Jackson,interior-defensive-line,Eagles,17000000,30000000
25,5121083,2021,20484332,Ronnie Stanley,left-tackle,Ravens,20484332,20484332
34,5000000,2021,6600000,Ty Nsekhe,left-tackle,Bills,8200000,10000000
27,1487500,2021,500000,Chris Reed,left-guard,Dolphins,500000,2975000
22,1372249,2022,3281496,Connor Williams,left-guard,Cowboys,3281496,5488996
26,2759008,2022,10400860,Hayden Hurst,tight-end,Ravens,10400860,11036032
31,2750000,2021,1500000,Luke Stocker,tight-end,Falcons,1500000,5500000
29,3250000,2021,5500000,Rex Burkhead,running-back,Patriots,5500000,9750000
26,3095000,2020,0,Jalen Richard,running-back,Raiders,0,3095000
23,495000,2020,0,Ryan Yurachek,fullback,Raiders,0,495000
2020,495000,2020,0,Christopher Ezeala,fullback,Ravens,0,495000
23,6817810,2022,27271240,Bradley Chubb,3-4-outside-linebacker,Broncos,27271240,27271240
29,6500000,2020,10681012,Whitney Mercilus,3-4-outside-linebacker,Texans,10681012,26000000
25,14000000,2025,31000000,Landon Collins,safety,Redskins,44500000,84000000
30,13750000,2023,32000000,Earl Thomas,safety,Ravens,32000000,55000000
31,12000000,2022,19885000,Reshad Jones,safety,Dolphins,33000000,48000000
26,15050000,2025,27185641,Xavien Howard,defensive-back,Dolphins,46000000,75250000
31,895000,2020,90000,Jordan Devey,right-guard,Raiders,90000,895000
0,879328,2020,0,Michael Deiter,right-guard,Dolphins,0,3517312
29,870000,2020,565000,Earl Watford,right-guard,Buccaneers,565000,870000
0,868062,2020,0,Nate Davis,right-guard,Titans,0,3472248
0,850779,2020,0,Connor McGovern,right-guard,Cowboys,0,3403116
22,3604590,2022,14418360,Da’Ron Payne,3-4-defensive-tackle,Redskins,14418360,14418360
29,8875000,2021,17000000,Dont’a Hightower,4-3-outside-linebacker,Patriots,19000000,35500000
28,1000000,2020,195000,Cairo Santos,kicker,Buccaneers,195000,1000000
31,1000000,2020,250000,Dan Bailey,kicker,Vikings,250000,1000000
29,7000000,2020,13500000,Danny Trevathan,inside-linebacker,Bears,15500000,28000000
30,6200000,2022,6700000,Vince Williams,inside-linebacker,Steelers,6700000,18600000
27,2025000,2020,0,Rashod Hill,right-tackle,Vikings,0,2025000
0,1960855,2020,0,Jawaan Taylor,right-tackle,Jaguars,0,7843418
30,7250000,2023,10700000,Cole Beasley,wide-receiver,Bills,14400000,29000000
27,6800000,2022,10000000,Robert Woods,wide-receiver,Rams,15000000,34000000
23,585667,2022,2000,Ian Berryman,punter,Steelers,0,1757000
2020,585000,2022,0,Tyler Newsome,punter,Chargers,0,1755000
25,936960,2021,936840,Pat Elflein,center,Vikings,936840,3747840
33,895000,2020,90000,Tony Bergstrom,center,Redskins,90000,895000
38,1890000,2021,750000,Matt Schaub,quarterback,Falcons,750000,3780000
26,1875000,2020,750000,Brett Hundley,quarterback,Cardinals,750000,1875000
29,9333333,2021,10800000,Dontari Poe,interior-defensive-line,Panthers,13300000,28000000
31,9250000,2021,20000000,Damon Harrison,interior-defensive-line,Lions,24000000,46250000
27,3750000,2021,1500000,Cameron Fleming,left-tackle,Cowboys,1500000,7500000
24,3367827,2022,13471308,Kolton Miller,left-tackle,Raiders,13471308,13471308
32,1166667,2020,250000,Vladimir Ducasse,left-guard,Bills,250000,3500000
24,1102259,2021,2410438,Ethan Pocic,left-guard,Seahawks,2410438,4409034
32,1020000,2020,90000,Ted Larsen,left-guard,Bears,90000,1020000
25,2679637,2021,10341925,Evan Engram,tight-end,Giants,10341925,10718546
31,2500000,2020,3500000,Garrett Celek,tight-end,49ers,4500000,10000000
26,3000000,2021,3000000,Mike Davis,running-back,Bears,3000000,6000000
0,2983349,2020,0,Josh Jacobs,running-back,Raiders,0,11933394
27,5000000,2021,7250000,Kareem Martin,3-4-outside-linebacker,Giants,7250000,15000000
33,4625000,2021,5500000,Clay Matthews,3-4-outside-linebacker,Rams,5500000,9250000
29,10500000,2023,16700000,Lamarcus Joyner,safety,Raiders,21300000,42000000
32,15000000,2021,36500000,Josh Norman,defensive-back,Redskins,50000000,75000000
29,14500000,2023,34000000,Trumaine Johnson,defensive-back,Jets,45000000,72500000
27,845000,2020,15000,Andrew Donnal,right-guard,Lions,15000,845000
24,842176,2022,793704,Alex Cappa,right-guard,Buccaneers,793704,3368704
0,3312012,2020,0,Dexter Lawrence,3-4-defensive-tackle,Giants,0,13248048
27,3095000,2020,0,Michael Pierce,3-4-defensive-tackle,Ravens,0,3095000
27,8500000,2023,17000000,Jordan Hicks,4-3-outside-linebacker,Cardinals,20000000,34000000
30,7750000,2023,4000000,Nigel Bradham,4-3-outside-linebacker,Eagles,4000000,31000000
25,711443,2023,325772,Matt Gay,kicker,Buccaneers,325772,2845772
26,6025000,2021,4900000,Denzel Perryman,inside-linebacker,Chargers,4900000,12050000
30,6000000,2021,5750000,Mark Barron,inside-linebacker,Steelers,5750000,12000000
28,1800000,2020,500000,Denzelle Good,right-tackle,Raiders,500000,1800000
29,1525000,2020,400000,Dennis Kelly,right-tackle,Titans,550000,3050000
28,6500000,2022,14000000,Taylor Gabriel,wide-receiver,Bears,14000000,26000000
30,6500000,2021,14000000,Mohamed Sanu,wide-receiver,Falcons,14000000,32500000
2020,585000,2022,0,Jamie Gillan,punter,Browns,0,1755000
2020,585000,2022,0,Jack Fox,punter,Chiefs,0,1755000
28,810000,2020,90000,Brett Jones,center,Vikings,90000,810000
23,805379,2022,761516,Mason Cole,center,Cardinals,761516,3221516
0,1752705,2020,0,Drew Lock,quarterback,Broncos,0,7010820
29,9175000,2020,12000000,Derek Wolfe,interior-defensive-line,Broncos,17500000,36700000
28,8400000,2022,17000000,Henry Anderson,interior-defensive-line,Jets,17000000,25200000
25,3114413,2021,12457650,Laremy Tunsil,left-tackle,Dolphins,12457650,12457650
0,3092903,2020,0,Andre Dillard,left-tackle,Eagles,0,12371612
25,932908,2021,924632,Dan Feeney,left-guard,Chargers,924632,3731632
29,920000,2020,175000,Bryan Witzmann,left-guard,Browns,175000,920000
23,2381336,2021,8191434,David Njoku,tight-end,Browns,8191434,9525345
27,2900000,2022,2400000,Raheem Mostert,running-back,49ers,300000,8650000
28,2800000,2020,1500000,Carlos Hyde,running-back,Chiefs,1500000,2800000
27,4000000,2021,2195000,Anthony Chickillo,3-4-outside-linebacker,Steelers,2195000,8000000
22,3969328,2023,15877312,Rashan Gary,3-4-outside-linebacker,Packers,15877312,15877312
30,10250000,2022,15278000,Harrison Smith,safety,Vikings,28578000,51250000
32,9500000,2020,22000000,Devin McCourty,safety,Patriots,28500000,47500000
29,14020000,2023,20026000,Xavier Rhodes,defensive-back,Vikings,40826000,70100000
0,814985,2023,739940,Dru Samia,right-guard,Vikings,739940,3259940
30,805000,2020,0,Don Barclay,right-guard,Broncos,0,805000
29,7227500,2021,16000000,Kiko Alonso,4-3-outside-linebacker,Dolphins,18500000,28910000
30,7000000,2021,6500000,K.J. Wright,4-3-outside-linebacker,Seahawks,7500000,14000000
29,6333333,2021,6075000,Tahir Whitehead,4-3-outside-linebacker,Raiders,12150000,19000000
28,5750000,2021,7500000,Devon Kennard,4-3-outside-linebacker,Lions,8500000,17250000
0,695114,2023,260456,Austin Seibert,kicker,Browns,260456,2780456
24,645000,2020,0,Harrison Butker,kicker,Chiefs,0,645000
27,5500000,2022,4800000,Preston Brown,inside-linebacker,Bengals,4800000,16500000
36,5250000,2021,5250000,Thomas Davis,inside-linebacker,Chargers,5250000,10500000
27,5000000,2021,6000000,Todd Davis,inside-linebacker,Broncos,6000000,15000000
28,1400000,2020,550000,Brent Qvale,right-tackle,Jets,550000,1400000
2020,1267022,2023,2926248,Max Scharping,right-tackle,Texans,2926248,50268088
24,1101660,2022,2145593,Brian O’Neill,right-tackle,Vikings,2145593,4406640
24,6348688,2021,25394750,Corey Davis,wide-receiver,Titans,25394750,25394750
29,6283333,2022,6450000,Marquise Goodwin,wide-receiver,49ers,9400000,18850000
2020,585000,2022,0,Stone Wilson,punter,Dolphins,0,1755000
25,571333,2021,4000,Kaare Vedvik,punter,Ravens,4000,1714000
25,570667,2021,12000,Trevor Daniel,punter,Texans,12000,1712000
24,570667,2021,2000,Austin Barnard,punter,Titans,2000,1712000
31,805000,2020,520000,Ben Garland,center,49ers,520000,805000
34,1605000,2020,1510000,Brian Hoyer,quarterback,Patriots,1510000,4815000
30,1600000,2020,500000,Blaine Gabbert,quarterback,Buccaneers,500000,1600000
0,8132345,2020,0,Quinnen Williams,interior-defensive-line,Jets,0,32529380
25,7250000,2023,11225000,Matthew Ioannidis,interior-defensive-line,Redskins,14000000,21750000
2020,3056388,2023,12225550,Tytus Howard,left-tackle,Texans,12225550,1225550
23,2860478,2022,11339897,Isaiah Wynn,left-tackle,Patriots,11339897,11441910
28,895000,2020,45000,Dakota Dozier,left-guard,Vikings,45000,895000
35,2100000,2020,500000,Marcedes Lewis,tight-end,Packers,500000,2100000
27,2025000,2020,0,Xavier Grimble,tight-end,Steelers,0,2025000
30,2000000,2020,350000,Charles Clay,tight-end,Cardinals,350000,2000000
23,2691359,2022,9397422,Rashaad Penny,running-back,Seahawks,9397422,10765436
26,2667441,2020,10669762,Melvin Gordon,running-back,Chargers,10669762,10669762
27,3945748,2021,15782990,Leonard Floyd,3-4-outside-linebacker,Bears,15782990,15782990
26,3690598,2020,8632701,Bud Dupree,3-4-outside-linebacker,Steelers,8632701,18454286
24,3400000,2021,3425000,Romeo Okwara,3-4-outside-linebacker,Lions,3575000,6800000
26,9000000,2023,12000000,Adrian Amos,safety,Packers,12000000,36000000
32,8750000,2021,16000000,Malcolm Jenkins,safety,Eagles,21000000,35000000
27,8500000,2021,19000000,Tony Jefferson,safety,Ravens,19000000,34000000
29,14010000,2021,16250000,Patrick Peterson,defensive-back,Cardinals,48000000,70050000
27,14000000,2022,18000000,Kyle Fuller,defensive-back,Bears,18000000,56000000
28,5375000,2020,5500000,Kyle Van Noy,4-3-outside-linebacker,Patriots,5500000,10750000
28,5000000,2020,5700000,A.J. Klein,4-3-outside-linebacker,Saints,5700000,15000000
24,645000,2020,0,Jake Elliott,kicker,Eagles,0,645000
0,4717940,2020,0,Devin Bush,inside-linebacker,Steelers,0,18871758
22,4619292,2022,18477166,Roquan Smith,inside-linebacker,Bears,18477166,18477166
27,4000000,2021,1000000,Jake Ryan,inside-linebacker,Jaguars,1000000,8000000
31,9000000,2020,17625000,Jerry Hughes,defensive-line,Bills,22150000,45000000
25,1039538,2021,1877633,Taylor Moton,right-tackle,Panthers,1877633,4158150
24,1023834,2022,1058424,Brandon Parker,right-tackle,Raiders,1058424,4095336
31,1020000,2020,90000,J’Marcus Webb,right-tackle,Colts,90000,1020000
25,5665780,2020,22663120,Amari Cooper,wide-receiver,Cowboys,22663120,22663120
33,5500000,2020,7000000,Julian Edelman,wide-receiver,Patriots,9000000,11000000
24,570000,2021,0,Colby Wadman,punter,Broncos,0,1710000
23,570000,2021,0,Corey Bojorquez,punter,Bills,0,1710000
31,805000,2020,0,Adam Gettis,center,Falcons,0,805000
24,786734,2022,686936,Brian Allen,center,Rams,686936,3146936
27,1290000,2020,300000,Kevin Hogan,quarterback,Broncos,300000,1290000
28,7000000,2021,14000000,DaQuan Jones,interior-defensive-line,Titans,14000000,21000000
34,5275000,2021,5250000,Brandon Mebane,interior-defensive-line,Chargers,7000000,10550000
25,5000000,2021,5000000,Darius Philon,interior-defensive-line,Cardinals,5000000,10000000
27,2758034,2021,11032134,Garett Bolles,left-tackle,Broncos,11032134,11032134
25,2741745,2021,10966978,Taylor Decker,left-tackle,Lions,10966978,10966978
28,895000,2020,0,Brian Schwenke,left-guard,Patriots,0,895000
29,830000,2020,100000,Greg Van Roten,left-guard,Panthers,100000,1660000
29,1850000,2021,1900000,Derek Carrier,tight-end,Raiders,0,5550000
24,1652981,2022,4149214,Mike Gesicki,tight-end,Dolphins,4149214,6611924
27,2550000,2021,1600000,Damien Williams,running-back,Chiefs,2100000,5100000
34,2515000,2021,1500000,Adrian Peterson,running-back,Redskins,1500000,5030000
0,2910314,2020,0,Montez Sweat,3-4-outside-linebacker,Redskins,0,11641256
25,2314703,2021,7933745,T.J. Watt,3-4-outside-linebacker,Steelers,7933745,9258810
29,7500000,2022,11250000,Tashaun Gipson,safety,Texans,11250000,22500000
29,13750000,2023,20776000,Desmond Trufant,cornerback,Falcons,42026000,68750000
29,4500000,2020,0,Mychal Kendricks,4-3-outside-linebacker,Seahawks,0,4500000
27,4000000,2020,3000000,Shaquil Barrett,4-3-outside-linebacker,Buccaneers,3000000,4000000
25,645000,2020,0,Aldrick Rosas,kicker,Giants,0,645000
24,637800,2022,91200,Jason Sanders,kicker,Dolphins,91200,2551200
33,3825000,2020,0,Wesley Woodyard,inside-linebacker,Titans,750000,7650000
